,age,workclass,fnlwgt,education,educationN,maritalStatus,occupation,relationship,race,sex,country,timeWork,weight_change,social_status
290,36,Private,200.352,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,0.0,Poor
291,31,Private,127.595,HS-grad,9,Divorced,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
292,29,Local-gov,220.419,Bachelors,13,Never-married,Protective-serv,Single,White,Male,USA,over time,0.0,Poor
293,21,Private,231.931,Some-college,10,Never-married,Sales,Single,White,Male,USA,over time,0.0,Poor
294,27,Private,248.402,Bachelors,13,Never-married,Tech-support,Single,Black,Female,USA,full time,0.0,Poor
295,65,Private,111.095,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,part time,0.0,Poor
296,37,Self-emp-inc,57.424,Bachelors,13,Divorced,Sales,Single,White,Female,USA,over time,0.0,Poor
298,24,Private,278.13,HS-grad,9,Never-married,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
299,38,Private,169.469,HS-grad,9,Divorced,Sales,Single,White,Male,USA,too much,0.0,Poor
300,48,Private,146.268,Bachelors,13,Married-civ-spouse,Adm-clerical,Taken,White,Male,USA,full time,7.688,Rich
301,21,Private,153.718,Some-college,10,Never-married,Other-service,Single,Asian-Pac-Islander,Female,USA,part time,0.0,Poor
302,31,Private,217.46,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,over time,0.0,Rich
303,55,Private,238.638,HS-grad,9,Married-civ-spouse,Sales,Taken,White,Male,USA,full time,4.386,Rich
304,24,Private,303.296,Some-college,10,Married-civ-spouse,Adm-clerical,Taken,Asian-Pac-Islander,Female,LAO,full time,0.0,Poor
305,43,Private,173.321,HS-grad,9,Divorced,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
306,26,Private,193.945,Assoc-acdm,12,Never-married,Tech-support,Single,White,Male,USA,over time,0.0,Poor
307,46,Private,83.082,Assoc-acdm,12,Never-married,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
308,35,Private,193.815,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Taken,White,Male,USA,full time,0.0,Rich
310,26,Private,59.306,Bachelors,13,Never-married,Sales,Single,White,Male,USA,full time,0.0,Poor
311,34,Private,142.897,Masters,14,Married-civ-spouse,Exec-managerial,Taken,Asian-Pac-Islander,Male,TW,full time,7.298,Rich
313,36,Self-emp-not-inc,205.607,Bachelors,13,Divorced,Prof-specialty,Single,Black,Female,USA,full time,0.0,Rich
314,22,Private,199.698,Some-college,10,Never-married,Sales,Single,White,Male,USA,part time,0.0,Poor
315,24,Private,191.954,Some-college,10,Never-married,Machine-op-inspct,Single,White,Male,USA,full time,0.0,Poor
316,77,Self-emp-not-inc,138.714,Some-college,10,Married-civ-spouse,Sales,Taken,White,Male,USA,full time,0.0,Poor
319,62,Private,159.841,HS-grad,9,Widowed,Other-service,Single,White,Female,USA,part time,0.0,Poor
320,39,Self-emp-not-inc,174.308,HS-grad,9,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,0.0,Poor
321,43,Private,50.356,Some-college,10,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,over time,-1.485,Poor
322,35,Private,186.11,HS-grad,9,Divorced,Transport-moving,Single,White,Male,USA,over time,0.0,Poor
323,29,Private,200.381,11th,7,Never-married,Exec-managerial,Single,White,Female,USA,full time,0.0,Poor
324,76,Self-emp-not-inc,174.309,Masters,14,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,part time,0.0,Poor
325,63,Self-emp-not-inc,78.383,HS-grad,9,Married-civ-spouse,Farming-fishing,Taken,White,Male,USA,over time,0.0,Poor
327,43,Private,187.728,Some-college,10,Married-civ-spouse,Prof-specialty,Taken,White,Female,USA,over time,-1.887,Rich
328,58,Self-emp-not-inc,321.171,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Taken,White,Male,USA,full time,0.0,Poor
329,66,Private,127.921,HS-grad,9,Never-married,Transport-moving,Single,White,Male,USA,over time,2.05,Poor
330,41,Private,206.565,Some-college,10,Never-married,Craft-repair,Single,Black,Male,USA,over time,0.0,Poor
331,26,Private,224.563,Bachelors,13,Never-married,Adm-clerical,Single,White,Male,USA,full time,0.0,Poor
332,47,Private,178.686,Assoc-voc,11,Never-married,Other-service,Single,White,Male,USA,full time,0.0,Poor
333,55,Local-gov,98.545,10th,6,Married-civ-spouse,Adm-clerical,Taken,White,Male,USA,full time,0.0,Poor
334,53,Private,242.606,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,full time,0.0,Poor
335,17,Private,270.942,5th-6th,3,Never-married,Other-service,Single,White,Male,MX,over time,0.0,Poor
336,30,Private,94.235,HS-grad,9,Never-married,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
337,49,Private,71.195,Masters,14,Never-married,Prof-specialty,Single,White,Male,USA,over time,0.0,Poor
338,19,Private,104.112,HS-grad,9,Never-married,Sales,Single,Black,Male,HT,full time,0.0,Poor
339,45,Private,261.192,HS-grad,9,Married-civ-spouse,Other-service,Taken,Black,Male,USA,full time,0.0,Poor
340,26,Private,94.936,Assoc-acdm,12,Never-married,Sales,Single,White,Male,USA,full time,0.0,Poor
341,38,Private,296.478,Assoc-voc,11,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,7.298,Rich
342,36,State-gov,119.272,HS-grad,9,Married-civ-spouse,Protective-serv,Taken,White,Male,USA,full time,7.298,Rich
343,33,Private,85.043,HS-grad,9,Never-married,Farming-fishing,Single,White,Male,USA,part time,0.0,Poor
344,22,State-gov,293.364,Some-college,10,Never-married,Protective-serv,Single,Black,Female,USA,full time,0.0,Poor
345,43,Self-emp-not-inc,241.895,Bachelors,13,Never-married,Sales,Single,White,Male,USA,over time,0.0,Poor
348,56,Private,101.128,Assoc-acdm,12,Married-spouse-absent,Other-service,Taken,White,Male,IR,part time,0.0,Poor
349,31,Private,156.464,Bachelors,13,Never-married,Prof-specialty,Single,White,Male,USA,part time,0.0,Poor
350,33,Private,117.963,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,0.0,Rich
351,26,Private,192.262,HS-grad,9,Married-civ-spouse,Other-service,Taken,White,Male,USA,full time,0.0,Poor
352,33,Private,111.363,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,0.0,Rich
353,46,Local-gov,329.752,11th,7,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,full time,0.0,Poor
355,38,Federal-gov,95.432,HS-grad,9,Married-civ-spouse,Adm-clerical,Taken,White,Male,USA,full time,0.0,Rich
356,65,Private,161.4,11th,7,Widowed,Other-service,Single,Other,Male,USA,full time,0.0,Poor
357,40,Private,96.129,Assoc-voc,11,Married-civ-spouse,Tech-support,Taken,White,Male,USA,full time,0.0,Rich
358,42,Private,111.949,HS-grad,9,Married-civ-spouse,Adm-clerical,Taken,White,Female,USA,full time,0.0,Poor
359,26,Self-emp-not-inc,117.125,9th,5,Married-civ-spouse,Craft-repair,Taken,White,Male,PT,full time,0.0,Poor
360,36,Private,348.022,10th,6,Married-civ-spouse,Other-service,Taken,White,Female,USA,part time,0.0,Poor
361,62,Private,270.092,Masters,14,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,0.0,Rich
362,43,Private,180.609,Bachelors,13,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,over time,0.0,Poor
363,43,Private,174.575,Bachelors,13,Divorced,Exec-managerial,Single,White,Male,USA,over time,-1.564,Rich
365,28,Private,92.262,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
366,56,Self-emp-not-inc,183.081,Some-college,10,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,0.0,Poor
368,57,Private,212.448,Bachelors,13,Divorced,Exec-managerial,Single,White,Female,USA,over time,0.0,Rich
370,26,Federal-gov,185.885,Some-college,10,Never-married,Adm-clerical,Single,White,Female,USA,part time,0.0,Poor
371,17,Private,89.821,11th,7,Never-married,Other-service,Single,White,Male,USA,part time,0.0,Poor
372,40,State-gov,184.018,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,full time,0.0,Rich
373,45,Private,256.649,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,Black,Male,USA,full time,0.0,Poor
374,44,Private,160.323,HS-grad,9,Never-married,Craft-repair,Single,Black,Male,USA,full time,0.0,Poor
376,33,Private,267.404,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Female,USA,full time,0.0,Poor
378,46,Self-emp-not-inc,80.914,Masters,14,Divorced,Exec-managerial,Single,White,Male,USA,full time,0.0,Poor
379,38,Private,172.927,HS-grad,9,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,0.0,Poor
380,54,Private,174.319,HS-grad,9,Divorced,Transport-moving,Single,White,Male,USA,full time,0.0,Poor
381,46,Private,214.955,5th-6th,3,Divorced,Craft-repair,Single,White,Female,USA,over time,-2.339,Poor
382,25,Private,344.991,Some-college,10,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
383,46,Private,108.699,Some-college,10,Divorced,Sales,Single,White,Female,USA,full time,0.0,Poor
384,36,Local-gov,117.312,Some-college,10,Married-civ-spouse,Transport-moving,Taken,White,Female,USA,full time,0.0,Poor
386,29,Private,134.152,HS-grad,9,Separated,Machine-op-inspct,Single,White,Male,USA,full time,0.0,Poor
387,44,Private,162.028,Some-college,10,Married-civ-spouse,Adm-clerical,Taken,White,Female,USA,part time,-2.415,Rich
389,19,Private,232.392,HS-grad,9,Never-married,Other-service,Single,White,Female,USA,full time,0.0,Poor
390,35,Private,220.098,HS-grad,9,Married-civ-spouse,Other-service,Taken,White,Female,USA,full time,0.0,Rich
391,27,Private,301.302,Bachelors,13,Never-married,Craft-repair,Single,White,Male,USA,over time,0.0,Poor
392,46,Self-emp-not-inc,277.946,Assoc-acdm,12,Separated,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
393,34,State-gov,98.101,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,7.688,Rich
394,34,Private,196.164,HS-grad,9,Never-married,Other-service,Single,White,Female,USA,full time,0.0,Poor
395,44,Private,115.562,Some-college,10,Married-civ-spouse,Tech-support,Taken,White,Male,USA,full time,0.0,Poor
396,45,Private,96.975,Some-college,10,Divorced,Handlers-cleaners,Single,White,Female,USA,full time,0.0,Poor
398,25,Private,86.872,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,0.0,Rich
399,52,Self-emp-inc,132.178,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,0.0,Rich
401,28,Private,108.574,Some-college,10,Never-married,Other-service,Single,White,Female,USA,full time,0.0,Poor
402,50,State-gov,288.353,Bachelors,13,Married-civ-spouse,Protective-serv,Taken,White,Male,USA,full time,0.0,Rich
403,34,Private,227.689,Assoc-voc,11,Divorced,Tech-support,Single,White,Female,USA,too much,0.0,Poor
404,28,Private,166.481,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Taken,Other,Male,PR,full time,-2.179,Poor
406,28,Private,110.145,HS-grad,9,Married-civ-spouse,Adm-clerical,Taken,White,Male,USA,full time,0.0,Poor
407,46,Self-emp-not-inc,317.253,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,part time,0.0,Poor
410,41,Local-gov,42.346,Some-college,10,Divorced,Other-service,Single,Black,Female,USA,part time,0.0,Poor
411,24,Private,241.951,HS-grad,9,Never-married,Handlers-cleaners,Single,Black,Female,USA,full time,0.0,Poor
412,33,Private,118.5,Some-college,10,Divorced,Exec-managerial,Single,White,Female,USA,full time,0.0,Poor
413,46,Private,188.386,Doctorate,16,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,15.024,Rich
415,35,Private,92.44,12th,8,Divorced,Craft-repair,Single,White,Male,USA,over time,0.0,Rich
416,52,Private,190.762,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,MX,full time,0.0,Poor
418,34,Local-gov,243.867,11th,7,Separated,Machine-op-inspct,Single,Black,Male,USA,full time,0.0,Poor
419,34,State-gov,240.283,HS-grad,9,Divorced,Transport-moving,Single,White,Female,USA,full time,0.0,Poor
420,20,Private,61.777,Some-college,10,Married-civ-spouse,Sales,Taken,White,Male,USA,full time,0.0,Poor
421,17,Private,175.024,11th,7,Never-married,Handlers-cleaners,Single,White,Male,USA,part time,2.176,Poor
422,32,State-gov,92.003,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Female,USA,full time,0.0,Rich
423,29,Private,188.401,HS-grad,9,Divorced,Farming-fishing,Single,White,Male,USA,full time,0.0,Poor
424,33,Private,228.528,10th,6,Never-married,Craft-repair,Single,White,Female,USA,full time,0.0,Poor
425,25,Private,133.373,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,over time,0.0,Poor
426,36,Federal-gov,255.191,Masters,14,Never-married,Prof-specialty,Single,White,Male,USA,full time,-1.408,Poor
427,23,Private,204.653,HS-grad,9,Never-married,Handlers-cleaners,Single,White,Male,DO,too much,0.0,Poor
428,63,Self-emp-inc,222.289,HS-grad,9,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,0.0,Rich
429,47,Local-gov,287.48,Masters,14,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,0.0,Poor
432,40,Self-emp-not-inc,204.116,Bachelors,13,Married-spouse-absent,Prof-specialty,Taken,White,Female,USA,full time,2.174,Poor
434,27,Private,116.358,Some-college,10,Never-married,Craft-repair,Single,Asian-Pac-Islander,Male,PH,full time,-1.98,Poor
435,33,Private,208.405,Masters,14,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,0.0,Rich
436,34,Local-gov,284.843,HS-grad,9,Never-married,Farming-fishing,Single,Black,Male,USA,over time,0.594,Poor
437,34,Local-gov,117.018,Some-college,10,Never-married,Protective-serv,Single,White,Female,USA,full time,0.0,Poor
438,23,Private,81.281,Some-college,10,Married-civ-spouse,Adm-clerical,Taken,White,Male,USA,full time,0.0,Poor
439,42,Local-gov,340.148,Some-college,10,Married-civ-spouse,Adm-clerical,Taken,White,Female,USA,full time,0.0,Poor
441,45,Private,45.857,HS-grad,9,Divorced,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
442,24,Federal-gov,191.073,HS-grad,9,Never-married,Armed-Forces,Single,White,Male,USA,full time,0.0,Poor
443,44,Private,116.632,Some-college,10,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,0.0,Rich
445,20,Private,298.227,Some-college,10,Never-married,Sales,Single,White,Male,USA,full time,0.0,Poor
446,44,Private,290.521,HS-grad,9,Widowed,Exec-managerial,Single,Black,Female,USA,full time,0.0,Poor
447,51,Private,56.915,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,Amer-Indian-Eskimo,Male,USA,full time,0.0,Poor
448,20,Private,146.538,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,full time,0.0,Poor
450,19,Private,206.399,HS-grad,9,Never-married,Machine-op-inspct,Single,Black,Female,USA,full time,0.0,Poor
451,45,Self-emp-inc,197.332,Some-college,10,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,over time,0.0,Rich
452,60,Private,245.062,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Rich
453,42,Private,197.583,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Taken,Black,Male,JM,full time,0.0,Rich
454,44,Self-emp-not-inc,234.885,HS-grad,9,Married-civ-spouse,Sales,Taken,White,Female,USA,full time,0.0,Rich
455,40,Private,72.887,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Taken,Asian-Pac-Islander,Male,USA,full time,0.0,Rich
456,30,Private,180.374,HS-grad,9,Married-civ-spouse,Exec-managerial,Taken,White,Female,USA,full time,0.0,Poor
458,23,Private,54.012,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,over time,0.0,Poor
460,44,Private,116.632,Assoc-acdm,12,Never-married,Farming-fishing,Single,White,Male,USA,full time,0.0,Poor
461,54,Local-gov,288.825,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,Black,Male,USA,full time,0.0,Poor
462,32,Private,132.601,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,0.0,Poor
463,50,Private,193.374,1st-4th,2,Married-spouse-absent,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
464,24,Private,170.07,Bachelors,13,Never-married,Tech-support,Single,White,Female,USA,part time,0.0,Poor
465,37,Private,126.708,HS-grad,9,Married-civ-spouse,Adm-clerical,Taken,White,Female,USA,over time,0.0,Poor
468,49,Private,192.776,Masters,14,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,-1.977,Rich
469,30,Private,118.551,Bachelors,13,Married-civ-spouse,Tech-support,Taken,White,Female,USA,part time,0.0,Rich
470,60,Private,201.965,Some-college,10,Never-married,Prof-specialty,Single,White,Male,USA,full time,0.0,Rich
472,35,Private,285.02,HS-grad,9,Never-married,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
473,30,Private,303.99,HS-grad,9,Never-married,Transport-moving,Single,White,Male,USA,over time,0.0,Poor
474,67,Private,49.401,Assoc-voc,11,Divorced,Other-service,Single,White,Female,USA,part time,0.0,Poor
475,46,Private,279.196,Bachelors,13,Never-married,Craft-repair,Single,White,Female,USA,full time,0.0,Poor
476,17,Private,211.87,9th,5,Never-married,Other-service,Single,White,Male,USA,part time,0.0,Poor
477,22,Private,281.432,Some-college,10,Never-married,Handlers-cleaners,Single,White,Male,USA,full time,0.0,Poor
478,27,Private,161.155,10th,6,Never-married,Other-service,Single,White,Male,USA,full time,0.0,Poor
479,23,Private,197.904,HS-grad,9,Never-married,Other-service,Single,White,Female,USA,full time,0.0,Poor
480,33,Private,111.746,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Taken,White,Male,PT,over time,0.0,Poor
481,43,Self-emp-not-inc,170.721,Some-college,10,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,part time,0.0,Poor
482,28,State-gov,70.1,Bachelors,13,Never-married,Prof-specialty,Single,White,Male,USA,part time,0.0,Poor
483,41,Private,193.626,HS-grad,9,Married-spouse-absent,Craft-repair,Taken,White,Female,USA,full time,0.0,Poor
485,25,Private,189.775,Some-college,10,Married-spouse-absent,Adm-clerical,Taken,Black,Female,USA,part time,0.0,Poor
487,59,Local-gov,286.967,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,over time,0.0,Poor
488,45,Local-gov,164.427,Bachelors,13,Divorced,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
489,38,Private,91.039,Bachelors,13,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,15.024,Rich
490,40,Private,347.934,HS-grad,9,Never-married,Other-service,Single,White,Female,USA,full time,0.0,Poor
493,34,Private,187.251,HS-grad,9,Divorced,Prof-specialty,Single,White,Female,USA,part time,0.0,Poor
494,33,Private,178.107,Bachelors,13,Never-married,Craft-repair,Single,White,Male,USA,part time,0.0,Poor
495,41,Private,343.121,HS-grad,9,Divorced,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
496,20,Private,262.749,Some-college,10,Never-married,Machine-op-inspct,Single,White,Male,USA,full time,0.0,Poor
498,26,Private,64.293,Some-college,10,Never-married,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
500,23,Local-gov,324.96,HS-grad,9,Never-married,Farming-fishing,Single,White,Male,PL,full time,0.0,Poor
501,62,Local-gov,114.06,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,full time,0.0,Poor
502,52,Private,48.925,Some-college,10,Married-civ-spouse,Adm-clerical,Taken,White,Male,USA,full time,0.0,Poor
503,58,Private,180.98,Some-college,10,Divorced,Other-service,Single,White,Female,FR,over time,0.0,Poor
504,25,Private,181.054,Bachelors,13,Never-married,Sales,Single,White,Female,USA,full time,0.0,Poor
